,Pin,Dispatch Center,Origin Center,Return Center,Facility City,Facility State,ODA
2568,756113,Bhadrak_Mathasahi_I (Orissa),Bhadrak_Mathasahi_I (Orissa),Bhadrak_Mathasahi_I (Orissa),Bhadrak,Orissa,True
2569,285251,Konch_Central_D_2 (Uttar Pradesh),Konch_Central_D_2 (Uttar Pradesh),Konch_Central_D_2 (Uttar Pradesh),Konch,Uttar Pradesh,False
2570,591234,Ugar_SaiNagar_D (Karnataka),Ugar_SaiNagar_D (Karnataka),Ugar_SaiNagar_D (Karnataka),Ugar,Karnataka,True
2571,621001,Thuraiyur_SorathurRd_D (Tamil Nadu),Thuraiyur_SorathurRd_D (Tamil Nadu),Thuraiyur_SorathurRd_D (Tamil Nadu),Thuraiyur,Tamil Nadu,True
2572,621121,Perambalur_Supernagar_D (Tamil Nadu),Perambalur_Supernagar_D (Tamil Nadu),Perambalur_Supernagar_D (Tamil Nadu),Perambalur,Tamil Nadu,True
2573,627151,Tirunelveli_Krishnapuram_H (Tamil Nadu),Tirunelveli_Krishnapuram_H (Tamil Nadu),Tirunelveli_Krishnapuram_H (Tamil Nadu),Tirunelveli,Tamil Nadu,True
2574,795001,Imphal_Takyel_I (Manipur),Imphal_Takyel_I (Manipur),Imphal_Takyel_I (Manipur),Imphal,Manipur,True
2575,636902,Uthangarai_Mathurpathi_D (Tamil Nadu),Uthangarai_Mathurpathi_D (Tamil Nadu),Uthangarai_Mathurpathi_D (Tamil Nadu),Uthangarai,Tamil Nadu,True
2576,814133,Godda_Maruabaran_D (Jharkhand),Godda_Maruabaran_D (Jharkhand),Godda_Maruabaran_D (Jharkhand),Godda,Jharkhand,True
2577,761112,Asika_DsarathiNgr_DPP (Orissa),Asika_DsarathiNgr_DPP (Orissa),Asika_DsarathiNgr_DPP (Orissa),Asika,Orissa,True
2578,370240,Gandhidham_BharatNagar_I (Gujarat),Gandhidham_BharatNagar_I (Gujarat),Gandhidham_BharatNagar_I (Gujarat),Gandhidham,Gujarat,False
2579,396035,Valsad_LimbaChwk_D (Gujarat),Valsad_LimbaChwk_D (Gujarat),Valsad_LimbaChwk_D (Gujarat),Valsad,Gujarat,False
2580,801301,Hilsa_Sryamndr_D (Bihar),Hilsa_Sryamndr_D (Bihar),Hilsa_Sryamndr_D (Bihar),Hilsa,Bihar,True
2581,414601,Ahmednagar_Temp_L (Maharashtra),Ahmednagar_Nagapur_H (Maharashtra),Ahmednagar_Temp_L (Maharashtra),Ahmednagar,Maharashtra,True
2582,743247,Swarupnagar_MlangaPra_DPP (West Bengal),Swarupnagar_MlangaPra_DPP (West Bengal),Swarupnagar_MlangaPra_DPP (West Bengal),Swarupnagar,West Bengal,True
2583,518124,Betamcherla_Bngnpalle_D (Andhra Pradesh),Betamcherla_Bngnpalle_D (Andhra Pradesh),Betamcherla_Bngnpalle_D (Andhra Pradesh),Betamcherla,Andhra Pradesh,True
2584,143149,Tarsikka_SaidoLehal1_D (Punjab),Tarsikka_SaidoLehal1_D (Punjab),Tarsikka_SaidoLehal1_D (Punjab),Tarsikka,Punjab,False
2585,441606,Gondia_Mundipar_I (Maharashtra),Gondia_Mundipar_I (Maharashtra),Gondia_Mundipar_I (Maharashtra),Gondia,Maharashtra,True
2586,761201,Paralakhemundi_Omcolony_D (Orissa),Paralakhemundi_Omcolony_D (Orissa),Paralakhemundi_Omcolony_D (Orissa),Paralakhemundi,Orissa,True
2587,413227,Akkalkot_SamrathNagar_D (Maharashtra),Akkalkot_SamrathNagar_D (Maharashtra),Akkalkot_SamrathNagar_D (Maharashtra),Akkalkot,Maharashtra,True
2588,400081,Mumbai_WagleMIDC_L (Maharashtra),Mumbai_WagleMIDC_L (Maharashtra),Mumbai_WagleMIDC_L (Maharashtra),Thane,Maharashtra,False
2589,455339,Khategaon_ChohanClny_D (Madhya Pradesh),Khategaon_ChohanClny_D (Madhya Pradesh),Khategaon_ChohanClny_D (Madhya Pradesh),Khategaon,Madhya Pradesh,True
2590,516101,Koduru_Jagadampalli_D (Andhra Pradesh),Koduru_Jagadampalli_D (Andhra Pradesh),Koduru_Jagadampalli_D (Andhra Pradesh),Koduru,Andhra Pradesh,True
2591,122229,Gurgaon_Sector17_L (Haryana),Gurgaon_Sector17_L (Haryana),Gurgaon_Sector17_L (Haryana),Gurgaon,Haryana,False
2592,721629,Panskura_Central_D_3 (West Bengal),Panskura_Central_D_3 (West Bengal),Panskura_Central_D_3 (West Bengal),Panskura,West Bengal,False
2593,402305,Mahad_NadgaonTrfBirwadi_D (Maharashtra),Mahad_NadgaonTrfBirwadi_D (Maharashtra),Mahad_NadgaonTrfBirwadi_D (Maharashtra),Mahad,Maharashtra,True
2594,451770,Pansemal_Matrala_DPP (Madhya Pradesh),Pansemal_Matrala_DPP (Madhya Pradesh),Pansemal_Matrala_DPP (Madhya Pradesh),Pansemal,Madhya Pradesh,False
2595,577423,Thirthahalli_Ripponpet_DPP (Karnataka),Thirthahalli_Ripponpet_DPP (Karnataka),Thirthahalli_Ripponpet_DPP (Karnataka),Thirthahalli,Karnataka,True
2596,500043,Hyderabad_Temp6_L (Telangana),Hyderabad_Medchal_GW (Telangana),Hyderabad_Temp6_L (Telangana),Medchal,Telangana,False
2597,334803,Nokha_Ward40_D (Rajasthan),Nokha_Ward40_D (Rajasthan),Nokha_Ward40_D (Rajasthan),Nokha,Rajasthan,True
2598,444607,Amravati_Nimbhora_H (Maharashtra),Amravati_Nimbhora_H (Maharashtra),Amravati_Nimbhora_H (Maharashtra),Amravati,Maharashtra,False
2599,413703,Shirur_PabalPhata_D (Maharashtra),Shirur_PabalPhata_D (Maharashtra),Shirur_PabalPhata_D (Maharashtra),Parner,Maharashtra,True
2600,222139,Shahganj_Kaudiya_D (Uttar Pradesh),Shahganj_Kaudiya_D (Uttar Pradesh),Shahganj_Kaudiya_D (Uttar Pradesh),Shahganj,Uttar Pradesh,True
2601,400054,Mumbai_GoregaonTemp_L (Maharashtra),Mumbai_GoregaonTemp_L (Maharashtra),Mumbai_GoregaonTemp_L (Maharashtra),Mumbai,Maharashtra,False
2602,613003,Thanjavur_Parvathinagar_D (Tamil Nadu),Thanjavur_Parvathinagar_D (Tamil Nadu),Thanjavur_Parvathinagar_D (Tamil Nadu),Thanjavur,Tamil Nadu,True
2603,388330,Anand_VitthalUdyogNgr_D (Gujarat),Anand_VitthalUdyogNgr_D (Gujarat),Anand_VitthalUdyogNgr_D (Gujarat),Anand,Gujarat,False
2604,841316,Chhapra_Newajitola_I (Bihar),Chhapra_Newajitola_I (Bihar),Chhapra_Newajitola_I (Bihar),Chhapra,Bihar,False
2605,143010,Amritsar_VerkaBypss_I (Punjab),Amritsar_VerkaBypss_I (Punjab),Amritsar_VerkaBypss_I (Punjab),Amritsar,Punjab,False
2606,370435,Mandvi_Ashpura_DPP (Gujarat),Mandvi_Ashpura_DPP (Gujarat),Mandvi_Ashpura_DPP (Gujarat),Mandvi,Gujarat,True
2607,600046,Chennai_Nagalkeni_L (Tamil Nadu),Chennai_Nagalkeni_L (Tamil Nadu),Chennai_Nagalkeni_L (Tamil Nadu),Chennai,Tamil Nadu,False
2608,585428,Aurad_CBColony_D (Karnataka),Aurad_CBColony_D (Karnataka),Aurad_CBColony_D (Karnataka),Aurad,Karnataka,True
2609,306101,Ras_LambiyaRd1_DPP (Rajasthan),Ras_LambiyaRd1_DPP (Rajasthan),Ras_LambiyaRd1_DPP (Rajasthan),Ras,Rajasthan,True
2610,695133,Trivandrum_Neyatinkra_D (Kerala),Trivandrum_Neyatinkra_D (Kerala),Trivandrum_Neyatinkra_D (Kerala),Thiruvananthapuram,Kerala,True
2611,636809,Dharmapuri_Agrinagar_D (Tamil Nadu),Dharmapuri_Agrinagar_D (Tamil Nadu),Dharmapuri_Agrinagar_D (Tamil Nadu),Dharmapuri,Tamil Nadu,True
2612,523105,Kandukur_KotaReddyNgr_D (Andhra Pradesh),Kandukur_KotaReddyNgr_D (Andhra Pradesh),Kandukur_KotaReddyNgr_D (Andhra Pradesh),Kandukur,Andhra Pradesh,True
2613,736158,Mathabhanga_AmlaPara_D (West Bengal),Mathabhanga_AmlaPara_D (West Bengal),Mathabhanga_AmlaPara_D (West Bengal),Mathabhanga,West Bengal,True
2614,733144,Raiganj_ChhotaParua_D (West Bengal),Raiganj_ChhotaParua_D (West Bengal),Raiganj_ChhotaParua_D (West Bengal),Raiganj,West Bengal,True
2615,764069,Nabarangpr_PhdofDPP_D (Orissa),Nabarangpr_PhdofDPP_D (Orissa),Nabarangpr_PhdofDPP_D (Orissa),Nabarangapur,Orissa,True
2616,422601,Akole_Mahalxminagar_D (Maharashtra),Akole_Mahalxminagar_D (Maharashtra),Akole_Mahalxminagar_D (Maharashtra),Akole,Maharashtra,True
2617,754211,Kendrapara_Chhagharia_D (Orissa),Kendrapara_Chhagharia_D (Orissa),Kendrapara_Chhagharia_D (Orissa),Kendrapara,Orissa,True
2618,502316,NarsapurTS_MarketRd_D (Telangana),NarsapurTS_MarketRd_D (Telangana),NarsapurTS_MarketRd_D (Telangana),Narsapur-TS,Telangana,True
2619,629158,Marthandam_Chiraynkuzhi_D (Tamil Nadu),Marthandam_Chiraynkuzhi_D (Tamil Nadu),Marthandam_Chiraynkuzhi_D (Tamil Nadu),Marthandam,Tamil Nadu,True
2620,460110,Athner_VikasNagar_D (Madhya Pradesh),Athner_VikasNagar_D (Madhya Pradesh),Athner_VikasNagar_D (Madhya Pradesh),Athner,Madhya Pradesh,False
2621,441225,Saoli_NagarPanchyt_DPP (Maharashtra),Saoli_NagarPanchyt_DPP (Maharashtra),Saoli_NagarPanchyt_DPP (Maharashtra),Saoli,Maharashtra,False
2622,276143,Akbarpur_AmbedkarNgr_D (Uttar Pradesh),Akbarpur_AmbedkarNgr_D (Uttar Pradesh),Akbarpur_AmbedkarNgr_D (Uttar Pradesh),Akbarpur,Uttar Pradesh,True
2623,334604,Lunkaransar_Ward14_D (Rajasthan),Lunkaransar_Ward14_D (Rajasthan),Lunkaransar_Ward14_D (Rajasthan),Lunkaransar,Rajasthan,True
2624,462006,Bhopal_Pipaliya_H (Madhya Pradesh),Bhopal_Pipaliya_H (Madhya Pradesh),Bhopal_Pipaliya_H (Madhya Pradesh),Bhopal,Madhya Pradesh,False
2625,613503,Thanjavur_Parvathinagar_D (Tamil Nadu),Thanjavur_Parvathinagar_D (Tamil Nadu),Thanjavur_Parvathinagar_D (Tamil Nadu),Thanjavur,Tamil Nadu,True
2626,141027,Ludhiana_Barmalipur_H (Punjab),Ludhiana_Barmalipur_H (Punjab),Ludhiana_Barmalipur_H (Punjab),Ludhiana,Punjab,True
2627,700107,Kolkata_Nazirabad_L (West Bengal),Kolkata_Nazirabad_L (West Bengal),Kolkata_Nazirabad_L (West Bengal),Kolkata,West Bengal,False
2628,521456,Vijayawada_Gudavalli_H (Andhra Pradesh),Vijayawada_Gudavalli_H (Andhra Pradesh),Vijayawada_Gudavalli_H (Andhra Pradesh),Vijayawada,Andhra Pradesh,True
2629,440001,Nagpur_Chikhali1_L (Maharashtra),Nagpur_Khapari_GW (Maharashtra),Nagpur_Chikhali1_L (Maharashtra),Nagpur,Maharashtra,False
2630,843361,Sonbarsa_Sitamarhi_D (Bihar),Sonbarsa_Sitamarhi_D (Bihar),Sonbarsa_Sitamarhi_D (Bihar),Sonbarsa,Bihar,True
2631,151204,Kotkapura_PremNgr_D (Punjab),Kotkapura_PremNgr_D (Punjab),Kotkapura_PremNgr_D (Punjab),Kotkapura,Punjab,True
2632,571251,Madikeri_Ranipet_D (Karnataka),Madikeri_Ranipet_D (Karnataka),Madikeri_Ranipet_D (Karnataka),Madikeri,Karnataka,True
2633,263652,Ranikhet_Khaniya_DPP (Uttarakhand),Ranikhet_Khaniya_DPP (Uttarakhand),Ranikhet_Khaniya_DPP (Uttarakhand),Ranikhet,Uttarakhand,True
2634,342001,Jodhpur_Temp_L (Rajasthan),Jodhpur_BasniPhase2_P (Rajasthan),Jodhpur_Temp_L (Rajasthan),Jodhpur,Rajasthan,False
2635,585429,Bidar_AdarshClny_D (Karnataka),Bidar_AdarshClny_D (Karnataka),Bidar_AdarshClny_D (Karnataka),Bidar,Karnataka,True
2636,396301,Bilimora_MarutiNagar_D (Gujarat),Bilimora_MarutiNagar_D (Gujarat),Bilimora_MarutiNagar_D (Gujarat),Bilimora,Gujarat,True
2637,760001,Behrampur_Mandiapalli_I (Orissa),Behrampur_Mandiapalli_I (Orissa),Behrampur_Mandiapalli_I (Orissa),Behrampur,Orissa,False
2638,466002,Sehore_Sherpur_D (Madhya Pradesh),Sehore_Sherpur_D (Madhya Pradesh),Sehore_Sherpur_D (Madhya Pradesh),Sehore,Madhya Pradesh,True
2639,623516,Rameswaram_Thangachimadam_D (Tamil Nadu),Rameswaram_Thangachimadam_D (Tamil Nadu),Rameswaram_Thangachimadam_D (Tamil Nadu),Rameswaram,Tamil Nadu,True
2640,840001,Gumla_Deepnagar_D (Jharkhand),Gumla_Deepnagar_D (Jharkhand),Gumla_Deepnagar_D (Jharkhand),Gumla,Jharkhand,True
2641,505153,Peddapalli_Rangampalle_D (Telangana),Peddapalli_Rangampalle_D (Telangana),Peddapalli_Rangampalle_D (Telangana),Peddapalli,Telangana,True
2642,401701,Dahanu_Vadkun_D (Maharashtra),Dahanu_Vadkun_D (Maharashtra),Dahanu_Vadkun_D (Maharashtra),Dahanu,Maharashtra,False
2643,841417,Mashrakh_Benchapra_D (Bihar),Mashrakh_Benchapra_D (Bihar),Mashrakh_Benchapra_D (Bihar),Mashrakh,Bihar,True
2644,497442,Manendragarh_JKDRoad_D (Chhattisgarh),Manendragarh_JKDRoad_D (Chhattisgarh),Manendragarh_JKDRoad_D (Chhattisgarh),Manendragarh,Chhattisgarh,True
2645,854330,Purnia_FatehpurRd_H (Bihar),Purnia_FatehpurRd_H (Bihar),Purnia_FatehpurRd_H (Bihar),Purnia,Bihar,True
2646,518390,Gooty_ATPRoad_D (Andhra Pradesh),Gooty_ATPRoad_D (Andhra Pradesh),Gooty_ATPRoad_D (Andhra Pradesh),Gooty,Andhra Pradesh,True
2647,629701,Nagercoil_Muhilanvilai_D (Tamil Nadu),Nagercoil_Muhilanvilai_D (Tamil Nadu),Nagercoil_Muhilanvilai_D (Tamil Nadu),Nagercoil,Tamil Nadu,True
2648,343029,Bhinmal_ShrimalNagar_D (Rajasthan),Bhinmal_ShrimalNagar_D (Rajasthan),Bhinmal_ShrimalNagar_D (Rajasthan),Bhinmal,Rajasthan,True
2649,678011,Palakkad_Kodumba_D (Kerala),Palakkad_Kodumba_D (Kerala),Palakkad_Kodumba_D (Kerala),Palakkad,Kerala,False
2650,678003,Palakkad_Kodumba_D (Kerala),Palakkad_Kodumba_D (Kerala),Palakkad_Kodumba_D (Kerala),Palakkad,Kerala,False
2651,231212,Dudhinagar_Ward10_D (Uttar Pradesh),Dudhinagar_Ward10_D (Uttar Pradesh),Dudhinagar_Ward10_D (Uttar Pradesh),Dudhinagar,Uttar Pradesh,True
2652,767027,Patnagarh_Chingerbandh_D (Orissa),Patnagarh_Chingerbandh_D (Orissa),Patnagarh_Chingerbandh_D (Orissa),Patnagarh,Orissa,True
2653,403511,Goa_Mapusa_L (Goa),Goa_Mapusa_L (Goa),Goa_Mapusa_L (Goa),Goa,Goa,False
2654,711313,Howrah_Temp_L (West Bengal),Kolkata_Dankuni_GW (West Bengal),Howrah_Temp_L (West Bengal),Howrah,West Bengal,False
2655,144417,Nawanshahr_FrndsClny_D (Punjab),Nawanshahr_FrndsClny_D (Punjab),Nawanshahr_FrndsClny_D (Punjab),Nawanshahr,Punjab,True
2656,695121,Trivandrum_Neyatinkra_D (Kerala),Trivandrum_Neyatinkra_D (Kerala),Trivandrum_Neyatinkra_D (Kerala),Thiruvananthapuram,Kerala,False
2657,415513,Satara_Ambedkarnagar_I (Maharashtra),Satara_Ambedkarnagar_I (Maharashtra),Satara_Ambedkarnagar_I (Maharashtra),Satara,Maharashtra,True
2658,562300,Bangalore_RKHegdeNagar_L (Karnataka),Bangalore_RKHegdeNagar_L (Karnataka),Bangalore_RKHegdeNagar_L (Karnataka),Bangalore,Karnataka,False
2659,140308,Mohali_Balongi_L (Punjab),Mohali_Balongi_L (Punjab),Mohali_Balongi_L (Punjab),Mohali,Punjab,False
2660,621112,Tiruchi_Navalur_H (Tamil Nadu),Tiruchi_Navalur_H (Tamil Nadu),Tiruchi_Navalur_H (Tamil Nadu),Tiruchi,Tamil Nadu,False
2661,243127,Faridpur_RanaClny_D (Uttar Pradesh),Faridpur_RanaClny_D (Uttar Pradesh),Faridpur_RanaClny_D (Uttar Pradesh),Faridpur,Uttar Pradesh,True
2662,470021,Sagar_DeendayalNagar_D (Madhya Pradesh),Sagar_DeendayalNagar_D (Madhya Pradesh),Sagar_DeendayalNagar_D (Madhya Pradesh),Sagar,Madhya Pradesh,False
2663,523116,Kandukur_KotaReddyNgr_D (Andhra Pradesh),Kandukur_KotaReddyNgr_D (Andhra Pradesh),Kandukur_KotaReddyNgr_D (Andhra Pradesh),Kandukur,Andhra Pradesh,True
2664,841406,Malmaliya_Sipah_D (Bihar),Malmaliya_Sipah_D (Bihar),Malmaliya_Sipah_D (Bihar),Malmaliya,Bihar,True
2665,380330,Ahmedabad_Sanathal_L (Gujarat),Ahmedabad_Kanera_GW (Gujarat),Ahmedabad_Sanathal_L (Gujarat),Ahmedabad,Gujarat,True
2666,431207,Partur_Watur_D (Maharashtra),Partur_Watur_D (Maharashtra),Partur_Watur_D (Maharashtra),Partur,Maharashtra,True
2667,621133,Perambalur_Supernagar_D (Tamil Nadu),Perambalur_Supernagar_D (Tamil Nadu),Perambalur_Supernagar_D (Tamil Nadu),Perambalur,Tamil Nadu,True
2668,274602,Salempur_Banjaria_D (Uttar Pradesh),Salempur_Banjaria_D (Uttar Pradesh),Salempur_Banjaria_D (Uttar Pradesh),Salempur,Uttar Pradesh,True
2669,301023,Alwar_TuleraRoad_I (Rajasthan),Alwar_TuleraRoad_I (Rajasthan),Alwar_TuleraRoad_I (Rajasthan),Alwar,Rajasthan,False
2670,160102,Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh,Chandigarh,False
2671,413248,Solapur_Kalasenagar_D (Maharashtra),Solapur_Kalasenagar_D (Maharashtra),Solapur_Kalasenagar_D (Maharashtra),Solapur,Maharashtra,True
2672,671350,Kannur_Payyanur_D (Kerala),Kannur_Payyanur_D (Kerala),Kannur_Payyanur_D (Kerala),Kannur,Kerala,False
2673,522508,Guntur_Kornepadu_I (Andhra Pradesh),Guntur_Kornepadu_I (Andhra Pradesh),Guntur_Kornepadu_I (Andhra Pradesh),Guntur,Andhra Pradesh,False
2674,248145,Rishikesh_GeetaNagar_D (Uttarakhand),Rishikesh_GeetaNagar_D (Uttarakhand),Rishikesh_GeetaNagar_D (Uttarakhand),Rishikesh,Uttarakhand,True
2675,332407,Sikar_IndustrialArea_I (Rajasthan),Sikar_IndustrialArea_I (Rajasthan),Sikar_IndustrialArea_I (Rajasthan),Sikar,Rajasthan,True
2676,143520,Gurdaspur_Civillines_D (Punjab),Gurdaspur_Civillines_D (Punjab),Gurdaspur_Civillines_D (Punjab),Gurdaspur,Punjab,True
2677,396105,Vapi_Nahuli_H (Gujarat),Vapi_Nahuli_H (Gujarat),Vapi_Nahuli_H (Gujarat),Vapi,Gujarat,False
2678,673570,Kozhikode_Central_H (Kerala),Kozhikode_Central_H (Kerala),Kozhikode_Central_H (Kerala),Kozhikode,Kerala,False
2679,631603,Kanchipuram_ThrvllvrNgr_D (Tamil Nadu),Kanchipuram_ThrvllvrNgr_D (Tamil Nadu),Kanchipuram_ThrvllvrNgr_D (Tamil Nadu),Kanchipuram,Tamil Nadu,True
2680,801304,Hilsa_Sryamndr_D (Bihar),Hilsa_Sryamndr_D (Bihar),Hilsa_Sryamndr_D (Bihar),Hilsa,Bihar,False
2681,847452,Phulparas_Ward6_D (Bihar),Phulparas_Ward6_D (Bihar),Phulparas_Ward6_D (Bihar),Phulparas,Bihar,True
2682,410213,Mumbai_MahapeMIDC_L (Maharashtra),Mumbai_MahapeMIDC_L (Maharashtra),Mumbai_MahapeMIDC_L (Maharashtra),Navi mumbai,Maharashtra,True
2683,534427,Eluru_Kalaparru_I (Andhra Pradesh),Eluru_Kalaparru_I (Andhra Pradesh),Eluru_Kalaparru_I (Andhra Pradesh),Eluru,Andhra Pradesh,True
2684,607805,Neyveli_Vadakuthu1_D (Tamil Nadu),Neyveli_Vadakuthu1_D (Tamil Nadu),Neyveli_Vadakuthu1_D (Tamil Nadu),Neyveli,Tamil Nadu,True
2685,533401,Tuni_SaiNagar_D (Andhra Pradesh),Tuni_SaiNagar_D (Andhra Pradesh),Tuni_SaiNagar_D (Andhra Pradesh),Tuni,Andhra Pradesh,True
2686,788031,Udarbond_Pangram_D (Assam),Udarbond_Pangram_D (Assam),Udarbond_Pangram_D (Assam),Udarbond,Assam,True
2687,822112,Nagaruntari_Makri_DPP (Jharkhand),Nagaruntari_Makri_DPP (Jharkhand),Nagaruntari_Makri_DPP (Jharkhand),Nagar Untari,Jharkhand,False
2688,835224,Simdega_KhutiTola_D (Jharkhand),Simdega_KhutiTola_D (Jharkhand),Simdega_KhutiTola_D (Jharkhand),Simdega,Jharkhand,False
2689,181142,Jakh_Channi_D (Jammu & Kashmir),Jakh_Channi_D (Jammu & Kashmir),Jakh_Channi_D (Jammu & Kashmir),Jakh,Jammu & Kashmir,
2690,343045,Sanchore_JyotiNagar_D (Rajasthan),Sanchore_JyotiNagar_D (Rajasthan),Sanchore_JyotiNagar_D (Rajasthan),Sanchore,Rajasthan,
2691,181131,Jammu_Baribrahmana_H (Jammu & Kashmir),Jammu_Baribrahmana_H (Jammu & Kashmir),Jammu_Baribrahmana_H (Jammu & Kashmir),Jammu,Jammu & Kashmir,True
2692,700007,Kolkata_Bagmari_L (West Bengal),Kolkata_Bagmari_L (West Bengal),Kolkata_Bagmari_L (West Bengal),Kolkata,West Bengal,False
2693,841423,Mohammadpur_Jhajhwaroad_D (Bihar),Mohammadpur_Jhajhwaroad_D (Bihar),Mohammadpur_Jhajhwaroad_D (Bihar),Mohammadpur,Bihar,True
2694,784004,Tezpur_Dipota_H (Assam),Tezpur_Dipota_H (Assam),Tezpur_Dipota_H (Assam),Tezpur,Assam,False
2695,233303,Ghazipur_Arazidhawa_D (Uttar Pradesh),Ghazipur_Arazidhawa_D (Uttar Pradesh),Ghazipur_Arazidhawa_D (Uttar Pradesh),Ghazipur,Uttar Pradesh,True
2696,224121,Rudauli_Ghosaiyana_D (Uttar Pradesh),Rudauli_Ghosaiyana_D (Uttar Pradesh),Rudauli_Ghosaiyana_D (Uttar Pradesh),Rudauli,Uttar Pradesh,True
2697,680583,Shoranur_Valavu_D (Kerala),Shoranur_Valavu_D (Kerala),Shoranur_Valavu_D (Kerala),Shoranur,Kerala,True
2698,400038,Mumbai_Kalachowki_L (Maharashtra),Mumbai_Kalachowki_L (Maharashtra),Mumbai_Kalachowki_L (Maharashtra),Mumbai,Maharashtra,False
2699,577101,Chikmagalur_Jayanagara_D (Karnataka),Chikmagalur_Jayanagara_D (Karnataka),Chikmagalur_Jayanagara_D (Karnataka),Chikkamagalur,Karnataka,True
2700,487001,Narsinghpur_Dhedwara_D (Madhya Pradesh),Narsinghpur_Dhedwara_D (Madhya Pradesh),Narsinghpur_Dhedwara_D (Madhya Pradesh),Narsinghpur,Madhya Pradesh,True
2701,480447,Parasia_Khirsadoh_D (Madhya Pradesh),Parasia_Khirsadoh_D (Madhya Pradesh),Parasia_Khirsadoh_D (Madhya Pradesh),Parasia,Madhya Pradesh,True
2702,384255,Patan_Hansapur_D (Gujarat),Patan_Hansapur_D (Gujarat),Patan_Hansapur_D (Gujarat),Patan,Gujarat,True
2703,629251,Thuckalay_EranielRoad_D (Tamil Nadu),Thuckalay_EranielRoad_D (Tamil Nadu),Thuckalay_EranielRoad_D (Tamil Nadu),Thuckalay,Tamil Nadu,True
2704,500031,Hyderabad_Narsingi_L (Telangana),Hyderabad_Shamshbd_H (Telangana),Hyderabad_Narsingi_L (Telangana),Hyderabad,Telangana,False
2705,415711,Khed_BharanaNaka_D (Maharashtra),Khed_BharanaNaka_D (Maharashtra),Khed_BharanaNaka_D (Maharashtra),Khed,Maharashtra,True
2706,395008,Surat_Kadodara1_L (Gujarat),Surat_Kacholi_GW (Gujarat),Surat_Kadodara1_L (Gujarat),Kadodara,Gujarat,False
2707,305924,Badnaur_KookarKhera_D (Rajasthan),Badnaur_KookarKhera_D (Rajasthan),Badnaur_KookarKhera_D (Rajasthan),Badnaur,Rajasthan,True
2708,334401,Bikaner_MurlidharColony_I (Rajasthan),Bikaner_MurlidharColony_I (Rajasthan),Bikaner_MurlidharColony_I (Rajasthan),Bikaner,Rajasthan,False
2709,311022,Bijainagar_MotiNagar_D (Rajasthan),Bijainagar_MotiNagar_D (Rajasthan),Bijainagar_MotiNagar_D (Rajasthan),Bijainagar,Rajasthan,True
2710,691537,Kollam_Kilikollur_H (Kerala),Kollam_Kilikollur_H (Kerala),Kollam_Kilikollur_H (Kerala),Kollam,Kerala,True
2711,721670,Haldia_Basudevpur_D (West Bengal),Haldia_Basudevpur_D (West Bengal),Haldia_Basudevpur_D (West Bengal),Haldia,West Bengal,True
2712,581318,Sirsi_Banavasi2_DPP (Karnataka),Sirsi_Banavasi2_DPP (Karnataka),Sirsi_Banavasi2_DPP (Karnataka),Sirsi,Karnataka,True
2713,383220,Himmatnagar_Hadiyol_D (Gujarat),Himmatnagar_Hadiyol_D (Gujarat),Himmatnagar_Hadiyol_D (Gujarat),Himmatnagar,Gujarat,True
2714,303601,Ajeetgarh_Jugrajpura_D (Rajasthan),Ajeetgarh_Jugrajpura_D (Rajasthan),Ajeetgarh_Jugrajpura_D (Rajasthan),Ajeetgarh,Rajasthan,False
2715,629851,Nagercoil_Muhilanvilai_D (Tamil Nadu),Nagercoil_Muhilanvilai_D (Tamil Nadu),Nagercoil_Muhilanvilai_D (Tamil Nadu),Nagercoil,Tamil Nadu,True
2716,515762,Kalyandurg_Ward8_D (Andhra Pradesh),Kalyandurg_Ward8_D (Andhra Pradesh),Kalyandurg_Ward8_D (Andhra Pradesh),Kalyandurg,Andhra Pradesh,True
2717,788166,Hailakandi_KaliNagar_D (Assam),Hailakandi_KaliNagar_D (Assam),Hailakandi_KaliNagar_D (Assam),Hailakandi,Assam,False
2718,847311,Rosera_HanumanTemple_D (Bihar),Rosera_HanumanTemple_D (Bihar),Rosera_HanumanTemple_D (Bihar),Rusera,Bihar,True
2719,212202,SarayAnkil_Fkrbd_D (Uttar Pradesh),SarayAnkil_Fkrbd_D (Uttar Pradesh),SarayAnkil_Fkrbd_D (Uttar Pradesh),Saray Ankil,Uttar Pradesh,False
2720,209308,Ghatampur_StatinRD_D (Uttar Pradesh),Ghatampur_StatinRD_D (Uttar Pradesh),Ghatampur_StatinRD_D (Uttar Pradesh),Ghatampur,Uttar Pradesh,True
2721,571125,Hunsur_HDKote_D (Karnataka),Hunsur_HDKote_D (Karnataka),Hunsur_HDKote_D (Karnataka),Hunsur,Karnataka,True
2722,326022,Jhalawar_BakaniDPP_D (Rajasthan),Jhalawar_BakaniDPP_D (Rajasthan),Jhalawar_BakaniDPP_D (Rajasthan),Jhalawar,Rajasthan,True
2723,721143,Gopibalabpur_Chatinasol_D (West Bengal),Gopibalabpur_Chatinasol_D (West Bengal),Gopibalabpur_Chatinasol_D (West Bengal),Gopiballabpur,West Bengal,False
