,Pin,Dispatch Center,Origin Center,Return Center,Facility City,Facility State,ODA
17883,841302,Chhapra_Newajitola_I (Bihar),Chhapra_Newajitola_I (Bihar),Chhapra_Newajitola_I (Bihar),Chhapra,Bihar,False
17884,573226,Hassan_Nagathavalli_I (Karnataka),Hassan_Nagathavalli_I (Karnataka),Hassan_Nagathavalli_I (Karnataka),Hassan,Karnataka,False
17885,415522,Phaltan_Kolki_D (Maharashtra),Phaltan_Kolki_D (Maharashtra),Phaltan_Kolki_D (Maharashtra),Phaltan,Maharashtra,True
17886,712704,Kolkata_Dankuni_GW (West Bengal),Kolkata_Dankuni_GW (West Bengal),Kolkata_Dankuni_GW (West Bengal),Dankuni,West Bengal,True
17887,263126,Haldwani_RampurRd_D (Uttarakhand),Haldwani_RampurRd_D (Uttarakhand),Haldwani_RampurRd_D (Uttarakhand),Haldwani,Uttarakhand,False
17888,370230,Gandhidham_BharatNagar_I (Gujarat),Gandhidham_BharatNagar_I (Gujarat),Gandhidham_BharatNagar_I (Gujarat),Gandhidham,Gujarat,False
17889,210506,Muskara_KaliMataM_D (Uttar Pradesh),Muskara_KaliMataM_D (Uttar Pradesh),Muskara_KaliMataM_D (Uttar Pradesh),Muskara,Uttar Pradesh,True
17890,713301,Asansol_Ward13_D (West Bengal),Asansol_Ward13_D (West Bengal),Asansol_Ward13_D (West Bengal),Asansol,West Bengal,False
17891,670721,Pulpally_Mullenkolly_D (Kerala),Pulpally_Mullenkolly_D (Kerala),Pulpally_Mullenkolly_D (Kerala),Pulpally,Kerala,True
17892,689645,Pathanamthitta_Mangaram_D (Kerala),Pathanamthitta_Mangaram_D (Kerala),Pathanamthitta_Mangaram_D (Kerala),Pathanamthitta,Kerala,True
17893,389115,Godhra_GaneshMuvadi_DPP (Gujarat),Godhra_GaneshMuvadi_DPP (Gujarat),Godhra_GaneshMuvadi_DPP (Gujarat),Godhra,Gujarat,False
17894,522308,Tenali_Duggirala_D (Andhra Pradesh),Tenali_Duggirala_D (Andhra Pradesh),Tenali_Duggirala_D (Andhra Pradesh),Tenali,Andhra Pradesh,True
17895,676562,Tirur_Perunthallur_D (Kerala),Tirur_Perunthallur_D (Kerala),Tirur_Perunthallur_D (Kerala),Tirur,Kerala,True
17896,506007,Warangal_Stambampalli_I (Telangana),Warangal_Stambampalli_I (Telangana),Warangal_Stambampalli_I (Telangana),Warangal,Telangana,False
17897,630551,Sivaganga_Wardno3_D (Tamil Nadu),Sivaganga_Wardno3_D (Tamil Nadu),Sivaganga_Wardno3_D (Tamil Nadu),Sivaganga,Tamil Nadu,True
17898,641112,Coimbatore_Chettipalaym_L (Tamil Nadu),Coimbatore_Chettipalaym_L (Tamil Nadu),Coimbatore_Chettipalaym_L (Tamil Nadu),Coimbatore,Tamil Nadu,True
17899,752012,Puri_Purussottamnagar_D (Orissa),Puri_Purussottamnagar_D (Orissa),Puri_Purussottamnagar_D (Orissa),Puri,Orissa,False
17900,272163,Basti_Bargadwa_D (Uttar Pradesh),Basti_Bargadwa_D (Uttar Pradesh),Basti_Bargadwa_D (Uttar Pradesh),Basti,Uttar Pradesh,True
17901,560108,Bengaluru_Bnnrghta_L (Karnataka),Bengaluru_Bnnrghta_L (Karnataka),Bengaluru_Bnnrghta_L (Karnataka),Bangalore,Karnataka,False
17902,755023,Chandikhol_Gandhichhak_D (Orissa),Chandikhol_Gandhichhak_D (Orissa),Chandikhol_Gandhichhak_D (Orissa),Chandikhol,Orissa,True
17903,244501,Kanth_Pattimaura_D (Uttar Pradesh),Kanth_Pattimaura_D (Uttar Pradesh),Kanth_Pattimaura_D (Uttar Pradesh),Kanth,Uttar Pradesh,True
17904,444900,Morshi_Samarthacolony_D (Maharashtra),Morshi_Samarthacolony_D (Maharashtra),Morshi_Samarthacolony_D (Maharashtra),Morshi,Maharashtra,True
17905,532001,Srikakulam_Etcherla_I (Andhra Pradesh),Srikakulam_Etcherla_I (Andhra Pradesh),Srikakulam_Etcherla_I (Andhra Pradesh),Srikakulam,Andhra Pradesh,True
17906,144014,Jalandhar_QajiMandi_P (Punjab),Jalandhar_QajiMandi_P (Punjab),Jalandhar_QajiMandi_P (Punjab),Jalandhar,Punjab,True
17907,412111,Pune_Muktainagar_L (Maharashtra),Pune_Muktainagar_L (Maharashtra),Pune_Muktainagar_L (Maharashtra),Pune,Maharashtra,False
17908,160066,Mohali_Balongi_L (Punjab),Mohali_Balongi_L (Punjab),Mohali_Balongi_L (Punjab),Mohali,Punjab,False
17909,501359,Hyderabad_Shamshbd_H (Telangana),Hyderabad_Shamshbd_H (Telangana),Hyderabad_Shamshbd_H (Telangana),Hyderabad,Telangana,False
17910,496113,Lailunga_BanjariPara_D (Chhattisgarh),Lailunga_BanjariPara_D (Chhattisgarh),Lailunga_BanjariPara_D (Chhattisgarh),Lailunga,Chhattisgarh,True
17911,781039,Guwahati_KaliPahar_GW (Assam),Guwahati_KaliPahar_GW (Assam),Guwahati_KaliPahar_GW (Assam),Guwahati,Assam,False
17912,632010,Vellore_Avrmpalyam_I (Tamil Nadu),Vellore_Avrmpalyam_I (Tamil Nadu),Vellore_Avrmpalyam_I (Tamil Nadu),Vellore,Tamil Nadu,True
17913,272170,Basti_Bargadwa_D (Uttar Pradesh),Basti_Bargadwa_D (Uttar Pradesh),Basti_Bargadwa_D (Uttar Pradesh),Basti,Uttar Pradesh,False
17914,495115,Mungeli_Mohtara_D (Chhattisgarh),Mungeli_Mohtara_D (Chhattisgarh),Mungeli_Mohtara_D (Chhattisgarh),Mungeli,Chhattisgarh,False
17915,422308,Lasalgaon_TelephnExch_D (Maharashtra),Lasalgaon_TelephnExch_D (Maharashtra),Lasalgaon_TelephnExch_D (Maharashtra),Lasalgaon,Maharashtra,True
17916,495687,Sakti_Siphaimda_D (Chhattisgarh),Sakti_Siphaimda_D (Chhattisgarh),Sakti_Siphaimda_D (Chhattisgarh),Sakti,Chhattisgarh,True
17917,623520,Rameswaram_Thangachimadam_D (Tamil Nadu),Rameswaram_Thangachimadam_D (Tamil Nadu),Rameswaram_Thangachimadam_D (Tamil Nadu),Rameswaram,Tamil Nadu,True
17918,761014,Digapahandi_Punjikanya1_D (Orissa),Digapahandi_Punjikanya1_D (Orissa),Digapahandi_Punjikanya1_D (Orissa),Digapahandi,Orissa,True
17919,515002,Anantapur_AyyavaripalliRD_H (Andhra Pradesh),Anantapur_AyyavaripalliRD_H (Andhra Pradesh),Anantapur_AyyavaripalliRD_H (Andhra Pradesh),Anantapur,Andhra Pradesh,False
17920,606303,Chinnasalem_VKootRd_D (Tamil Nadu),Chinnasalem_VKootRd_D (Tamil Nadu),Chinnasalem_VKootRd_D (Tamil Nadu),Chinnasalem,Tamil Nadu,True
17921,577599,Hiriyur_AvdaniNagar_D (Karnataka),Hiriyur_AvdaniNagar_D (Karnataka),Hiriyur_AvdaniNagar_D (Karnataka),Hiriyur,Karnataka,False
17922,700048,Kolkata_Kadapara_L (West Bengal),Kolkata_Kadapara_L (West Bengal),Kolkata_Kadapara_L (West Bengal),Kolkata,West Bengal,False
17923,623515,Ramnthpurm_TnhbBlkC_D (Tamil Nadu),Ramnthpurm_TnhbBlkC_D (Tamil Nadu),Ramnthpurm_TnhbBlkC_D (Tamil Nadu),Ramanathapuram,Tamil Nadu,True
17924,828301,Dhanbad_Tilabani_H (Jharkhand),Dhanbad_Tilabani_H (Jharkhand),Dhanbad_Tilabani_H (Jharkhand),Dhanbad,Jharkhand,False
17925,394680,Songadh_Vyara_D (Gujarat),Songadh_Vyara_D (Gujarat),Songadh_Vyara_D (Gujarat),Songadh,Gujarat,True
17926,591242,Chikodi_Prabhuwadi_D (Karnataka),Chikodi_Prabhuwadi_D (Karnataka),Chikodi_Prabhuwadi_D (Karnataka),Chikodi,Karnataka,True
17927,225131,Lucknow_Kakori_L (Uttar Pradesh),Lucknow_Kakori_L (Uttar Pradesh),Lucknow_Kakori_L (Uttar Pradesh),Lucknow,Uttar Pradesh,
17928,624202,Vadipatti_MettuPerumal_D (Tamil Nadu),Vadipatti_MettuPerumal_D (Tamil Nadu),Vadipatti_MettuPerumal_D (Tamil Nadu),Vadipatti,Tamil Nadu,True
17929,424002,Dhule_MohadiUpnagar_I (Maharashtra),Dhule_MohadiUpnagar_I (Maharashtra),Dhule_MohadiUpnagar_I (Maharashtra),Dhule,Maharashtra,False
17930,311028,Bhilwara_RIICOIndArea_I (Rajasthan),Bhilwara_RIICOIndArea_I (Rajasthan),Bhilwara_RIICOIndArea_I (Rajasthan),Bhilwara,Rajasthan,True
17931,682505,Cochin_Kalamassery_H (Kerala),Cochin_Kalamassery_H (Kerala),Cochin_Kalamassery_H (Kerala),Cochin,Kerala,False
17932,591223,Ugar_SaiNagar_D (Karnataka),Ugar_SaiNagar_D (Karnataka),Ugar_SaiNagar_D (Karnataka),Ugar,Karnataka,True
17933,713339,Asansol_Ward13_D (West Bengal),Asansol_Ward13_D (West Bengal),Asansol_Ward13_D (West Bengal),Asansol,West Bengal,False
17934,844128,Saraiya_Saraiya_D (Bihar),Saraiya_Saraiya_D (Bihar),Saraiya_Saraiya_D (Bihar),Saraiya,Bihar,True
17935,580213,Hubli_Budarshingi_H (Karnataka),Hubli_Budarshingi_H (Karnataka),Hubli_Budarshingi_H (Karnataka),Hubli,Karnataka,True
17936,462066,Bhopal_Pipaliya_H (Madhya Pradesh),Bhopal_Pipaliya_H (Madhya Pradesh),Bhopal_Pipaliya_H (Madhya Pradesh),Bhopal,Madhya Pradesh,False
17937,722205,Arambag_Mogalmari_DPP (West Bengal),Arambag_Mogalmari_DPP (West Bengal),Arambag_Mogalmari_DPP (West Bengal),Arambag,West Bengal,True
17938,678731,Palakkad_Kodumba_D (Kerala),Palakkad_Kodumba_D (Kerala),Palakkad_Kodumba_D (Kerala),Palakkad,Kerala,False
17939,422602,Alephata_Ale_D (Maharashtra),Alephata_Ale_D (Maharashtra),Alephata_Ale_D (Maharashtra),Alephata,Maharashtra,True
17940,110075,Delhi_BamnoliVillage_L (Delhi),Delhi_BamnoliVillage_L (Delhi),Delhi_BamnoliVillage_L (Delhi),Delhi,Delhi,False
17941,764070,Nabarangpr_PhdofDPP_D (Orissa),Nabarangpr_PhdofDPP_D (Orissa),Nabarangpr_PhdofDPP_D (Orissa),Nabarangapur,Orissa,False
17942,403523,Goa_Mapusa_L (Goa),Goa_Mapusa_L (Goa),Goa_Mapusa_L (Goa),Goa,Goa,True
17943,227817,Haidargarh_Bhatkhera_D (Uttar Pradesh),Haidargarh_Bhatkhera_D (Uttar Pradesh),Haidargarh_Bhatkhera_D (Uttar Pradesh),Haidargarh,Uttar Pradesh,True
17944,560027,Bangalore_Shantinagar_L (Karnataka),Bangalore_Shantinagar_L (Karnataka),Bangalore_Shantinagar_L (Karnataka),Bangalore,Karnataka,False
17945,689642,Kozhenchery_Melukara_D (Kerala),Kozhenchery_Melukara_D (Kerala),Kozhenchery_Melukara_D (Kerala),Kozhenchery,Kerala,True
17946,523305,Markapur_Vabbapuram_D (Andhra Pradesh),Markapur_Vabbapuram_D (Andhra Pradesh),Markapur_Vabbapuram_D (Andhra Pradesh),Markapur,Andhra Pradesh,True
17947,733150,Kaliyaganj_Central_DPP_1 (West Bengal),Kaliyaganj_Central_DPP_1 (West Bengal),Kaliyaganj_Central_DPP_1 (West Bengal),Kaliyaganj,West Bengal,True
17948,396385,Valsad_LimbaChwk_D (Gujarat),Valsad_LimbaChwk_D (Gujarat),Valsad_LimbaChwk_D (Gujarat),Valsad,Gujarat,True
17949,465230,Nalkheda_Kanad_D (Madhya Pradesh),Nalkheda_Kanad_D (Madhya Pradesh),Nalkheda_Kanad_D (Madhya Pradesh),Nalkheda,Madhya Pradesh,False
17950,682509,Cochin_Kalamassery_H (Kerala),Cochin_Kalamassery_H (Kerala),Cochin_Kalamassery_H (Kerala),Cochin,Kerala,True
17951,625207,Vadipatti_MettuPerumal_D (Tamil Nadu),Vadipatti_MettuPerumal_D (Tamil Nadu),Vadipatti_MettuPerumal_D (Tamil Nadu),Vadipatti,Tamil Nadu,True
17952,600033,Chennai_KaveriNagar_L (Tamil Nadu),Chennai_KaveriNagar_L (Tamil Nadu),Chennai_KaveriNagar_L (Tamil Nadu),Chennai,Tamil Nadu,False
17953,502325,Hyderabad_Temp6_L (Telangana),Hyderabad_Medchal_GW (Telangana),Hyderabad_Temp6_L (Telangana),Medchal,Telangana,False
17954,636704,Dharmapuri_Agrinagar_D (Tamil Nadu),Dharmapuri_Agrinagar_D (Tamil Nadu),Dharmapuri_Agrinagar_D (Tamil Nadu),Dharmapuri,Tamil Nadu,True
17955,741125,Krishnanagar_MallickPara_I (West Bengal),Krishnanagar_MallickPara_I (West Bengal),Krishnanagar_MallickPara_I (West Bengal),Krishnanagar,West Bengal,True
17956,638457,Erode_BharathiNagar_L (Tamil Nadu),Erode_BharathiNagar_L (Tamil Nadu),Erode_BharathiNagar_L (Tamil Nadu),Erode,Tamil Nadu,True
17957,242223,Shahjahanpur_AvasVikas_D (Uttar Pradesh),Shahjahanpur_AvasVikas_D (Uttar Pradesh),Shahjahanpur_AvasVikas_D (Uttar Pradesh),Shahjahanpur,Uttar Pradesh,True
17958,517415,Venkatagirikota_Papeple_D (Andhra Pradesh),Venkatagirikota_Papeple_D (Andhra Pradesh),Venkatagirikota_Papeple_D (Andhra Pradesh),Venkatagirikota,Andhra Pradesh,True
17959,271203,Balrampur_Tulsipur_D (Uttar Pradesh),Balrampur_Tulsipur_D (Uttar Pradesh),Balrampur_Tulsipur_D (Uttar Pradesh),Balrampur,Uttar Pradesh,True
17960,673328,Kozhikode_Central_H (Kerala),Kozhikode_Central_H (Kerala),Kozhikode_Central_H (Kerala),Kozhikode,Kerala,True
17961,191101,Srinagar_Ladhoo_H (Jammu & Kashmir),Srinagar_Ladhoo_H (Jammu & Kashmir),Srinagar_Ladhoo_H (Jammu & Kashmir),Srinagar,Jammu & Kashmir,False
17962,760010,Behrampur_Mandiapalli_I (Orissa),Behrampur_Mandiapalli_I (Orissa),Behrampur_Mandiapalli_I (Orissa),Behrampur,Orissa,False
17963,721627,Kolaghat_Central_DPP_2 (West Bengal),Kolaghat_Central_DPP_2 (West Bengal),Kolaghat_Central_DPP_2 (West Bengal),Kolaghat,West Bengal,True
17964,360007,Rajkot_Amargadh_H (Gujarat),Rajkot_Amargadh_H (Gujarat),Rajkot_Amargadh_H (Gujarat),Rajkot,Gujarat,False
17965,673506,Thalassery_Nadapuram_D (Kerala),Thalassery_Nadapuram_D (Kerala),Thalassery_Nadapuram_D (Kerala),Thalassery,Kerala,True
17966,841506,Maharajganj_Sihauta_D (Bihar),Maharajganj_Sihauta_D (Bihar),Maharajganj_Sihauta_D (Bihar),Maharajganj-BH,Bihar,True
17967,202141,Khair_DhundhiNagla_D (Uttar Pradesh),Khair_DhundhiNagla_D (Uttar Pradesh),Khair_DhundhiNagla_D (Uttar Pradesh),Khair,Uttar Pradesh,True
17968,332026,Sikar_Phagalwa1_D (Rajasthan),Sikar_Phagalwa1_D (Rajasthan),Sikar_Phagalwa1_D (Rajasthan),Sikar,Rajasthan,True
17969,609804,Mayavaram_Manakkudi_I (Tamil Nadu),Mayavaram_Manakkudi_I (Tamil Nadu),Mayavaram_Manakkudi_I (Tamil Nadu),Mayiladuthurai,Tamil Nadu,True
17970,110037,Delhi_BamnoliVillage_L (Delhi),Delhi_BamnoliVillage_L (Delhi),Delhi_BamnoliVillage_L (Delhi),Delhi,Delhi,False
17971,695143,Pangodu_Azhanthakuzhy_D (Kerala),Pangodu_Azhanthakuzhy_D (Kerala),Pangodu_Azhanthakuzhy_D (Kerala),Pangodu,Kerala,True
17972,416525,Sawantwadi_Khaskilwada1_D (Maharashtra),Sawantwadi_Khaskilwada1_D (Maharashtra),Sawantwadi_Khaskilwada1_D (Maharashtra),Sawantwadi,Maharashtra,True
17973,845422,Motihari_Chhatauni_H (Bihar),Motihari_Chhatauni_H (Bihar),Motihari_Chhatauni_H (Bihar),Motihari,Bihar,True
17974,629162,Marthandam_Chiraynkuzhi_D (Tamil Nadu),Marthandam_Chiraynkuzhi_D (Tamil Nadu),Marthandam_Chiraynkuzhi_D (Tamil Nadu),Marthandam,Tamil Nadu,True
17975,600107,Chennai_Velappanchavadi_L (Tamil Nadu),Chennai_Velappanchavadi_L (Tamil Nadu),Chennai_Velappanchavadi_L (Tamil Nadu),Chennai,Tamil Nadu,False
17976,754009,Kalapathar_Bamborahi_D (Orissa),Kalapathar_Bamborahi_D (Orissa),Kalapathar_Bamborahi_D (Orissa),Kalapathar,Orissa,True
17977,229127,Salon_Aunasadara_D (Uttar Pradesh),Salon_Aunasadara_D (Uttar Pradesh),Salon_Aunasadara_D (Uttar Pradesh),Salon,Uttar Pradesh,True
17978,424105,Pachora_PungaonRoad_D (Maharashtra),Pachora_PungaonRoad_D (Maharashtra),Pachora_PungaonRoad_D (Maharashtra),Pachora,Maharashtra,True
17979,752111,Konark_Central_DPP_2 (Orissa),Konark_Central_DPP_2 (Orissa),Konark_Central_DPP_2 (Orissa),Konark,Orissa,True
17980,322212,Nadoti_Ibrahimpur_D (Rajasthan),Nadoti_Ibrahimpur_D (Rajasthan),Nadoti_Ibrahimpur_D (Rajasthan),Nadoti,Rajasthan,True
17981,591108,Belgaum_MarutiNagar_I (Karnataka),Belgaum_MarutiNagar_I (Karnataka),Belgaum_MarutiNagar_I (Karnataka),Belgaum,Karnataka,True
17982,713149,Bardhaman_Ulhas_I (West Bengal),Bardhaman_Ulhas_I (West Bengal),Bardhaman_Ulhas_I (West Bengal),Bardhaman,West Bengal,False
17983,601201,Chennai_Temp1_L (Tamil Nadu),Chennai_Temp1_L (Tamil Nadu),Chennai_Temp1_L (Tamil Nadu),Gummudipoondi,Tamil Nadu,True
17984,678593,Karimba_Kaliyode_D (Kerala),Karimba_Kaliyode_D (Kerala),Karimba_Kaliyode_D (Kerala),Karimba,Kerala,True
17985,172201,Rampur_Khaneri2_D (Himachal Pradesh),Rampur_Khaneri2_D (Himachal Pradesh),Rampur_Khaneri2_D (Himachal Pradesh),Rampur Bushahr,Himachal Pradesh,True
17986,804431,Hilsa_Sryamndr_D (Bihar),Hilsa_Sryamndr_D (Bihar),Hilsa_Sryamndr_D (Bihar),Hilsa,Bihar,
17987,271609,Balrampur_RamawapurKaln_D (Uttar Pradesh),Balrampur_RamawapurKaln_D (Uttar Pradesh),Balrampur_RamawapurKaln_D (Uttar Pradesh),Balrampur,Uttar Pradesh,True
17988,813202,Sangrampur_Bhawnipr_D (Bihar),Sangrampur_Bhawnipr_D (Bihar),Sangrampur_Bhawnipr_D (Bihar),Sangrampur,Bihar,True
17989,637502,Salem_Ramalingapuram_H (Tamil Nadu),Salem_Ramalingapuram_H (Tamil Nadu),Salem_Ramalingapuram_H (Tamil Nadu),Salem,Tamil Nadu,False
17990,623539,Rameswaram_Thangachimadam_D (Tamil Nadu),Rameswaram_Thangachimadam_D (Tamil Nadu),Rameswaram_Thangachimadam_D (Tamil Nadu),Rameswaram,Tamil Nadu,True
17991,607804,Neyveli_Vadakuthu1_D (Tamil Nadu),Neyveli_Vadakuthu1_D (Tamil Nadu),Neyveli_Vadakuthu1_D (Tamil Nadu),Neyveli,Tamil Nadu,True
17992,388180,Tarapur_GokulNagar_DPP (Gujarat),Tarapur_GokulNagar_DPP (Gujarat),Tarapur_GokulNagar_DPP (Gujarat),Tarapur,Gujarat,True
17993,110017,Delhi_Satbari_L (Delhi),Faridabad_MathuraRoad_GW (Haryana),Delhi_Satbari_L (Delhi),Delhi,Delhi,False
17994,424006,Dhule_MohadiUpnagar_I (Maharashtra),Dhule_MohadiUpnagar_I (Maharashtra),Dhule_MohadiUpnagar_I (Maharashtra),Dhule,Maharashtra,False
17995,670504,Kannur_Mandur1_D (Kerala),Kannur_Mandur1_D (Kerala),Kannur_Mandur1_D (Kerala),Kannur,Kerala,False
17996,562135,Devanahalli_Binamangala_D (Karnataka),Devanahalli_Binamangala_D (Karnataka),Devanahalli_Binamangala_D (Karnataka),Devanahalli,Karnataka,True
17997,244602,Thakurdwara_Ward8_D (Uttar Pradesh),Thakurdwara_Ward8_D (Uttar Pradesh),Thakurdwara_Ward8_D (Uttar Pradesh),Thakurdwara,Uttar Pradesh,True
17998,673509,Thalassery_Nadapuram_D (Kerala),Thalassery_Nadapuram_D (Kerala),Thalassery_Nadapuram_D (Kerala),Thalassery,Kerala,True
17999,385506,Deesa_NeminathNagar_D (Gujarat),Deesa_NeminathNagar_D (Gujarat),Deesa_NeminathNagar_D (Gujarat),Deesa,Gujarat,False
18000,454552,Maheshwar_DhmnodRd_DPP (Madhya Pradesh),Maheshwar_DhmnodRd_DPP (Madhya Pradesh),Maheshwar_DhmnodRd_DPP (Madhya Pradesh),Maheshwar,Madhya Pradesh,True
18001,670566,Kannur_Koodali_H (Kerala),Kannur_Koodali_H (Kerala),Kannur_Koodali_H (Kerala),Kannur,Kerala,True
18002,142042,Moga_HardevNagar_I (Punjab),Moga_HardevNagar_I (Punjab),Moga_HardevNagar_I (Punjab),Moga,Punjab,True
18003,221209,Varanasi_Khajuri_H (Uttar Pradesh),Varanasi_Khajuri_H (Uttar Pradesh),Varanasi_Khajuri_H (Uttar Pradesh),Varanasi,Uttar Pradesh,True
18004,574211,Bantwal_BypassRoad_D (Karnataka),Bantwal_BypassRoad_D (Karnataka),Bantwal_BypassRoad_D (Karnataka),Bantwal,Karnataka,True
18005,171019,Shimla_Jawaharcolony_D (Himachal Pradesh),Shimla_Jawaharcolony_D (Himachal Pradesh),Shimla_Jawaharcolony_D (Himachal Pradesh),Shimla,Himachal Pradesh,False
18006,824121,AurangabadBR_Katharua_D (Bihar),AurangabadBR_Katharua_D (Bihar),AurangabadBR_Katharua_D (Bihar),Aurangabad-BR,Bihar,False
18007,403506,Goa_Mapusa_L (Goa),Goa_Mapusa_L (Goa),Goa_Mapusa_L (Goa),Goa,Goa,True
18008,221109,Varanasi_Khajuri_H (Uttar Pradesh),Varanasi_Khajuri_H (Uttar Pradesh),Varanasi_Khajuri_H (Uttar Pradesh),Varanasi,Uttar Pradesh,False
18009,742151,Raghunathganj_Lalgola_DPP (West Bengal),Raghunathganj_Lalgola_DPP (West Bengal),Raghunathganj_Lalgola_DPP (West Bengal),Raghunathganj,West Bengal,True
18010,110506,Delhi_KirtiNgrRamaRd_L (Delhi),Delhi_KirtiNgrRamaRd_L (Delhi),Delhi_KirtiNgrRamaRd_L (Delhi),Delhi,Delhi,False
18011,688546,Alappuzha_Bernard_D (Kerala),Alappuzha_Bernard_D (Kerala),Alappuzha_Bernard_D (Kerala),Alappuzha,Kerala,False
18012,246731,Bijnor_Garhi_D (Uttar Pradesh),Bijnor_Garhi_D (Uttar Pradesh),Bijnor_Garhi_D (Uttar Pradesh),Bijnor,Uttar Pradesh,True
18013,249175,Rishikesh_NarendraNgr1_DPP (Uttarakhand),Rishikesh_NarendraNgr1_DPP (Uttarakhand),Rishikesh_NarendraNgr1_DPP (Uttarakhand),Rishikesh,Uttarakhand,True
18014,124101,Jhajjar_Policeline_I (Haryana),Jhajjar_Policeline_I (Haryana),Jhajjar_Policeline_I (Haryana),Jhajjar,Haryana,True
18015,262533,Berinag_Dhanoli_DPP (Uttarakhand),Berinag_Dhanoli_DPP (Uttarakhand),Berinag_Dhanoli_DPP (Uttarakhand),Berinag,Uttarakhand,False
18016,847104,Bharwara_AtarwelPath_D (Bihar),Bharwara_AtarwelPath_D (Bihar),Bharwara_AtarwelPath_D (Bihar),Bharwara,Bihar,True
18017,271124,Nawabganj_Mankapur_D (Uttar Pradesh),Nawabganj_Mankapur_D (Uttar Pradesh),Nawabganj_Mankapur_D (Uttar Pradesh),Nawabganj,Uttar Pradesh,True
18018,851205,Khagaria_Baluwahi_DPP (Bihar),Khagaria_Baluwahi_DPP (Bihar),Khagaria_Baluwahi_DPP (Bihar),Khagaria,Bihar,True
18019,603003,Chengalpattu_AnnaNagar_D (Tamil Nadu),Chengalpattu_AnnaNagar_D (Tamil Nadu),Chengalpattu_AnnaNagar_D (Tamil Nadu),Chengalpattu,Tamil Nadu,False
18020,327801,Kushalgarh_Bhilkua_D (Rajasthan),Kushalgarh_Bhilkua_D (Rajasthan),Kushalgarh_Bhilkua_D (Rajasthan),Kushalgarh,Rajasthan,True
18021,573137,Shanivarasanthe_Bank_D (Karnataka),Shanivarasanthe_Bank_D (Karnataka),Shanivarasanthe_Bank_D (Karnataka),Shanivarasanthe,Karnataka,True
18022,754213,Kendrapara_Chhagharia_D (Orissa),Kendrapara_Chhagharia_D (Orissa),Kendrapara_Chhagharia_D (Orissa),Kendrapara,Orissa,True
18023,801507,Patna_PhulwariSharif_L (Bihar),Patna_Janarjanpur_H (Bihar),Patna_PhulwariSharif_L (Bihar),Patna,Bihar,False
18024,561205,Doddaballapura_Gudadhli_L (Karnataka),Doddaballapura_Gudadhli_L (Karnataka),Doddaballapura_Gudadhli_L (Karnataka),Doddaballapura,Karnataka,True
18025,452003,Indore_Dakachya_GW (Madhya Pradesh),Indore_Dakachya_GW (Madhya Pradesh),Indore_Dakachya_GW (Madhya Pradesh),Indore,Madhya Pradesh,False
18026,635851,Tiruppattur_KrishagiriRd_D (Tamil Nadu),Tiruppattur_KrishagiriRd_D (Tamil Nadu),Tiruppattur_KrishagiriRd_D (Tamil Nadu),Tiruppattur,Tamil Nadu,True
18027,625517,Theni_Kottaikalam_D (Tamil Nadu),Theni_Kottaikalam_D (Tamil Nadu),Theni_Kottaikalam_D (Tamil Nadu),Theni,Tamil Nadu,True
18028,342019,Jodhpur_Temp_L (Rajasthan),Jodhpur_BasniPhase2_P (Rajasthan),Jodhpur_Temp_L (Rajasthan),Jodhpur,Rajasthan,False
18029,682051,Cochin_Kalamassery_H (Kerala),Cochin_Kalamassery_H (Kerala),Cochin_Kalamassery_H (Kerala),Cochin,Kerala,
18030,126115,Jind_HakikatNagar_D (Haryana),Jind_HakikatNagar_D (Haryana),Jind_HakikatNagar_D (Haryana),Jind,Haryana,True
18031,301026,Alwar_Maancolony_D (Rajasthan),Alwar_Maancolony_D (Rajasthan),Alwar_Maancolony_D (Rajasthan),Alwar,Rajasthan,True
18032,136021,Kaithal_DefenceColony_D (Haryana),Kaithal_DefenceColony_D (Haryana),Kaithal_DefenceColony_D (Haryana),Kaithal,Haryana,False
18033,508114,Ramanapeta_Kurmawada_D (Telangana),Ramanapeta_Kurmawada_D (Telangana),Ramanapeta_Kurmawada_D (Telangana),Ramannapeta,Telangana,True
18034,761032,Kodala_Beguniapada_DPP (Orissa),Kodala_Beguniapada_DPP (Orissa),Kodala_Beguniapada_DPP (Orissa),Kodala,Orissa,True
18035,413208,Kurduwadi_Dattanagar_D (Maharashtra),Kurduwadi_Dattanagar_D (Maharashtra),Kurduwadi_Dattanagar_D (Maharashtra),Kurduwadi,Maharashtra,True
18036,530053,Visakhapatnam_Duvvada_H (Andhra Pradesh),Visakhapatnam_Duvvada_H (Andhra Pradesh),Visakhapatnam_Duvvada_H (Andhra Pradesh),Visakhapatnam,Andhra Pradesh,False
18037,228118,Sultanpur_AyodhyaRd_D (Uttar Pradesh),Sultanpur_AyodhyaRd_D (Uttar Pradesh),Sultanpur_AyodhyaRd_D (Uttar Pradesh),Sultanpur,Uttar Pradesh,True
18038,523003,Kakinada_Rayudupalem1_D (Andhra Pradesh),Kakinada_Rayudupalem1_D (Andhra Pradesh),Kakinada_Rayudupalem1_D (Andhra Pradesh),Kakinada,Andhra Pradesh,False
18039,722175,Bankura_Chhatna_DPP (West Bengal),Bankura_Chhatna_DPP (West Bengal),Bankura_Chhatna_DPP (West Bengal),Bankura,West Bengal,True
